Calendar year,Ethnicity,Main offence,Sentence,Value,Flags
"1985","Pacific Peoples","Receive or handle proceeds of crime","Total sentences",27,
"1988","Pacific Peoples","Receive or handle proceeds of crime","Total sentences",40,
"1990","Pacific Peoples","Receive or handle proceeds of crime","Total sentences",40,
"1991","Pacific Peoples","Receive or handle proceeds of crime","Total sentences",44,
"1993","Pacific Peoples","Receive or handle proceeds of crime","Total sentences",69,
"1996","Pacific Peoples","Receive or handle proceeds of crime","Total sentences",57,
"1998","Pacific Peoples","Receive or handle proceeds of crime","Total sentences",57,
"1999","Pacific Peoples","Receive or handle proceeds of crime","Total sentences",47,
"2001","Pacific Peoples","Receive or handle proceeds of crime","Total sentences",50,
"2004","Pacific Peoples","Receive or handle proceeds of crime","Total sentences",42,
"2006","Pacific Peoples","Receive or handle proceeds of crime","Total sentences",59,
"2007","Pacific Peoples","Receive or handle proceeds of crime","Total sentences",78,
"2009","Pacific Peoples","Receive or handle proceeds of crime","Total sentences",67,
"2012","Pacific Peoples","Receive or handle proceeds of crime","Total sentences",86,
"2014","Pacific Peoples","Receive or handle proceeds of crime","Total sentences",55,
"2015","Pacific Peoples","Receive or handle proceeds of crime","Total sentences",60,
"2003","Pacific Peoples","Illegal use of property (except motor vehicles)","Total sentences",1,
"2003","Pacific Peoples","Obtain benefit by deception","Imprisonment",28,
"2006","Pacific Peoples","Obtain benefit by deception","Imprisonment",13,
"2008","Pacific Peoples","Obtain benefit by deception","Imprisonment",10,
"2009","Pacific Peoples","Obtain benefit by deception","Imprisonment",13,
"2011","Pacific Peoples","Obtain benefit by deception","Imprisonment",10,
"2014","Pacific Peoples","Obtain benefit by deception","Imprisonment",8,
"2016","Pacific Peoples","Obtain benefit by deception","Imprisonment",7,
"2003","Pacific Peoples","Obtain benefit by deception","Total sentences",149,
"2004","Pacific Peoples","Obtain benefit by deception","Total sentences",84,
"2002","Pacific Peoples","Forgery and counterfeiting","Imprisonment",2,
"2005","Pacific Peoples","Forgery and counterfeiting","Imprisonment",1,
"2008","Pacific Peoples","Forgery and counterfeiting","Imprisonment",2,
"2010","Pacific Peoples","Forgery and counterfeiting","Imprisonment",1,
"2013","Pacific Peoples","Forgery and counterfeiting","Imprisonment",2,
"2016","Pacific Peoples","Forgery and counterfeiting","Imprisonment",1,
"2002","Pacific Peoples","Forgery and counterfeiting","Total sentences",5,
"2003","Pacific Peoples","Forgery and counterfeiting","Total sentences",6,
"2008","Pacific Peoples","Forgery and counterfeiting","Total sentences",11,
"2002","Pacific Peoples","Deceptive business/government practices","Total sentences",1,
"2004","Pacific Peoples","Deceptive business/government practices","Total sentences",1,
"2003","Pacific Peoples","Other fraud and deception offences","Imprisonment",6,
"2005","Pacific Peoples","Other fraud and deception offences","Imprisonment",2,
"2006","Pacific Peoples","Other fraud and deception offences","Imprisonment",1,
"2008","Pacific Peoples","Other fraud and deception offences","Imprisonment",2,
"2011","Pacific Peoples","Other fraud and deception offences","Imprisonment",1,
"2014","Pacific Peoples","Other fraud and deception offences","Imprisonment",3,
"2003","Pacific Peoples","Other fraud and deception offences","Total sentences",74,
"2008","Pacific Peoples","Other fraud and deception offences","Total sentences",28,
"1981","Pacific Peoples","Import or export illicit drugs","Imprisonment",1,
"1986","Pacific Peoples","Import or export illicit drugs","Imprisonment",1,
"1999","Pacific Peoples","Import or export illicit drugs","Imprisonment",1,
"2002","Pacific Peoples","Import or export illicit drugs","Imprisonment",1,
"2005","Pacific Peoples","Import or export illicit drugs","Imprisonment",1,
"2007","Pacific Peoples","Import or export illicit drugs","Imprisonment",2,
"2015","Pacific Peoples","Import or export illicit drugs","Imprisonment",3,
"1981","Pacific Peoples","Import or export illicit drugs","Total sentences",1,
"1986","Pacific Peoples","Import or export illicit drugs","Total sentences",2,
"1992","Pacific Peoples","Import or export illicit drugs","Total sentences",1,
"1994","Pacific Peoples","Import or export illicit drugs","Total sentences",1,
"1999","Pacific Peoples","Import or export illicit drugs","Total sentences",1,
"2002","Pacific Peoples","Import or export illicit drugs","Total sentences",3,
"2007","Pacific Peoples","Import or export illicit drugs","Total sentences",2,
"2008","Pacific Peoples","Import or export illicit drugs","Total sentences",1,
"2003","Pacific Peoples","Deal or traffic in illicit drugs","Imprisonment",10,
"2004","Pacific Peoples","Deal or traffic in illicit drugs","Imprisonment",7,
"2006","Pacific Peoples","Deal or traffic in illicit drugs","Imprisonment",15,
"2009","Pacific Peoples","Deal or traffic in illicit drugs","Imprisonment",24,
"2011","Pacific Peoples","Deal or traffic in illicit drugs","Imprisonment",18,
"2012","Pacific Peoples","Deal or traffic in illicit drugs","Imprisonment",21,
"2014","Pacific Peoples","Deal or traffic in illicit drugs","Imprisonment",25,
"2004","Pacific Peoples","Deal or traffic in illicit drugs","Total sentences",23,
"2007","Pacific Peoples","Deal or traffic in illicit drugs","Total sentences",30,
"2002","Pacific Peoples","Manufacture or cultivate illicit drugs","Imprisonment",1,
